1.00,7.00,6.00,7.00,7.00,0.12,-0.72,0.70,makan
1.00,7.00,6.00,7.00,7.00,0.13,-0.72,0.69,makan
4.00,9.00,7.00,7.00,7.00,-0.65,-0.40,0.55,minum
4.00,9.00,7.00,7.00,7.00,-0.69,-0.39,0.55,minum
4.00,9.00,7.00,7.00,7.00,-0.72,-0.38,0.51,minum
4.00,9.00,7.00,7.00,7.00,-0.69,-0.41,0.48,minum
4.00,9.00,7.00,7.00,7.00,-0.75,-0.33,0.49,minum
4.00,9.00,7.00,7.00,7.00,-0.75,-0.32,0.49,minum
4.00,9.00,7.00,7.00,7.00,-0.74,-0.33,0.49,minum


